INPUT,FOUND_BY,DTXSID,PREFERRED_NAME,CASRN,DTXCID,INCHIKEY,IUPAC_NAME,MOLECULAR_FORMULA,AVERAGE_MASS,MONOISOTOPIC_MASS,BIOCONCENTRATION_FACTOR_TEST_PRED,BOILING_POINT_DEGC_TEST_PRED,48HR_DAPHNIA_LC50_MOL/L_TEST_PRED,DENSITY_G/CM^3_TEST_PRED,DEVTOX_TEST_PRED,96HR_FATHEAD_MINNOW_MOL/L_TEST_PRED,FLASH_POINT_DEGC_TEST_PRED,MELTING_POINT_DEGC_TEST_PRED,AMES_MUTAGENICITY_TEST_PRED,ORAL_RAT_LD50_MOL/KG_TEST_PRED,SURFACE_TENSION_DYN/CM_TEST_PRED,THERMAL_CONDUCTIVITY_MW/(M*K)_TEST_PRED,TETRAHYMENA_PYRIFORMIS_IGC50_MOL/L_TEST_PRED,VISCOSITY_CP_CP_TEST_PRED,VAPOR_PRESSURE_MMHG_TEST_PRED,WATER_SOLUBILITY_MOL/L_TEST_PRED,ATMOSPHERIC_HYDROXYLATION_RATE_(AOH)_CM3/MOLECULE*SEC_OPERA_PRED,BIOCONCENTRATION_FACTOR_OPERA_PRED,BIODEGRADATION_HALF_LIFE_DAYS_DAYS_OPERA_PRED,BOILING_POINT_DEGC_OPERA_PRED,HENRYS_LAW_ATM-M3/MOLE_OPERA_PRED,OPERA_KM_DAYS_OPERA_PRED,OCTANOL_AIR_PARTITION_COEFF_LOGKOA_OPERA_PRED,SOIL_ADSORPTION_COEFFICIENT_KOC_L/KG_OPERA_PRED,OCTANOL_WATER_PARTITION_LOGP_OPERA_PRED,MELTING_POINT_DEGC_OPERA_PRED,OPERA_PKAA_OPERA_PRED,OPERA_PKAB_OPERA_PRED,VAPOR_PRESSURE_MMHG_OPERA_PRED,WATER_SOLUBILITY_MOL/L_OPERA_PRED
37273919,CASRN,DTXSID80109343,Metaldehyde,37273-91-9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
38641940,CASRN,DTXSID0034649,Glyphosate isopropylamine,38641-94-0,DTXCID8014649,ZEKANFGSDXODPD-UHFFFAOYSA-N,N-(Phosphonomethyl)glycine--propan-2-amine (1/1),C6H17N2O5P,228.185,228.087508653,0.0122744,N/A,0.000719449,1.565,0.351,0.000190985,232.296,163.293,0.204,0.0196789,N/A,N/A,N/A,N/A,N/A,8.41395,8.11535E-12,4.08299,4.464,318.131,5.18451E-11,0.0794085,8.40362,2078.38,1.39253,151.044,N/A,N/A,9.73706E-8,0.0655839
39148248,CASRN,DTXSID1020643,Fosetyl aluminum,39148-24-8,DTXCID30643,ZKZMJOFIHHZSRW-UHFFFAOYSA-K,Aluminium tris(ethyl phosphonate),C6H18AlO9P3,354.104,353.9979067,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.12853E-11,4.2458,3.67963,183.993,1.50328E-7,0.0882613,5.91423,6.70048,-2.82419,87.7138,N/A,N/A,0.0386096,1.03921
39300453,CASRN,DTXSID3040352,Dinocap,39300-45-3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
40487421,CASRN,DTXSID7024245,Pendimethalin,40487-42-1,DTXCID004245,CHIFOSRWCNZCFN-UHFFFAOYSA-N,N/A,C13H19N3O4,281.312,281.137556104,59.5662,363.278,0.00000291072,1.254,0.948,6.9024E-7,173.98,83.132,0.117,0.00674528,N/A,146.792,0.00000311889,38.0189,6.20869E-7,0.00000984011,1.38046E-11,578.79,3.54085,330.011,7.77053E-7,1.90558,10.1984,5013.25,5.1983,56.0787,N/A,N/A,0.0000299346,0.000001074
41198087,CASRN,DTXSID3032464,Profenofos,41198-08-7,DTXCID1012464,QYMMJNLHFKGANY-UHFFFAOYSA-N,O-(4-Bromo-2-chlorophenyl) O-ethyl S-propyl phosphorothioate,C11H15BrClO3PS,373.63,371.935143,55.0808,N/A,1.43549E-8,1.482,0.615,2.33884E-7,195.068,29.598,0.137,0.00044978,N/A,N/A,N/A,N/A,0.00000244343,0.0000517607,1.63845E-11,1512.91,3.35498,364.096,0.00000883586,0.48992,10.3592,1072.3,4.68106,40.5964,N/A,N/A,9.07515E-7,0.0000745102
42874033,CASRN,DTXSID7024241,Oxyfluorfen,42874-03-3,DTXCID404241,OQMBBFQZGJFLBU-UHFFFAOYSA-N,2-Chloro-1-(3-ethoxy-4-nitrophenoxy)-4-(trifluoromethyl)benzene,C15H11ClF3NO4,361.7,361.03287,320.627,366.917,0.00000275423,1.453,0.864,3.58922E-7,198.745,88.374,0.253,0.00874984,N/A,N/A,N/A,N/A,2.25944E-7,0.00000334195,1.36986E-11,12848.1,3.54301,358.206,0.00000328307,0.657309,8.95531,99588.3,4.72975,84.0125,N/A,N/A,2.00595E-7,3.15494E-7
43121433,CASRN,DTXSID3023897,Triadimefon,43121-43-3,DTXCID403897,WURBVZBTWMNKQT-UHFFFAOYSA-N,"1-(4-Chlorophenoxy)-3,3-dimethyl-1-(1H-1,2,4-triazol-1-yl)butan-2-one",C14H16ClN3O2,293.75,293.0931045,75.8578,332.195,0.000043451,1.296,0.409,0.0000316957,223.666,109.274,0.242,0.00240436,N/A,N/A,N/A,N/A,8.33681E-8,0.000331894,1.36859E-11,102.831,5.32299,350.223,6.88049E-9,0.145412,8.95547,513.823,2.7706,82.0546,N/A,N/A,1.51147E-8,0.000244986
51218452,CASRN,DTXSID4022448,Metolachlor,51218-45-2,DTXCID402448,WVQBLGZPHOPPFO-UHFFFAOYSA-N,2-Chloro-N-(2-ethyl-6-methylphenyl)-N-(1-methoxypropan-2-yl)acetamide,C15H22ClNO2,283.8,283.1339067,30.2691,342.591,0.0000209411,1.097,0.673,0.0000178238,209.975,13.416,0.421,0.00663743,N/A,142.749,0.000033266,42.9536,0.00000763836,0.000897429,1.96838E-11,54.8956,4.88029,282.035,9.00862E-9,0.179642,9.38799,288.006,3.13089,-49.1762,N/A,N/A,0.0000311485,0.0018257
51235042,CASRN,DTXSID4024145,Hexazinone,51235-04-2,DTXCID804145,CAWXEEYDBZRFPE-UHFFFAOYSA-N,"3-Cyclohexyl-6-(dimethylamino)-1-methyl-1,3,5-triazine-2,4(1H,3H)-dione",C12H20N4O2,252.318,252.1586259,5.98412,N/A,0.00034435,1.505,1.093,N/A,183.332,142.12,0.624,0.00744732,N/A,N/A,N/A,N/A,1.11429E-7,0.00772681,1.73945E-11,2.41846,4.71849,316.781,0.0000010755,0.260743,9.62421,53.7751,1.84923,115.992,N/A,N/A,2.25178E-7,0.130039
51707552,CASRN,DTXSID0032651,Thidiazuron,51707-55-2,DTXCID8012651,HFCYZXMHUIHAQI-UHFFFAOYSA-N,"N-Phenyl-N'-1,2,3-thiadiazol-5-ylurea",C9H8N4OS,220.25,220.041882068,3.3266,378.282,0.00058479,1.462,0.458,N/A,207.984,203.934,0.705,0.0158855,N/A,N/A,N/A,N/A,6.68344E-10,0.000229087,1.31633E-11,4.4416,3.44007,276.156,1.85107E-10,0.143237,9.13058,109.792,1.7691,222.392,N/A,N/A,2.34028E-11,0.0000914291
52315078,CASRN,DTXSID1023998,Cypermethrin,52315-07-8,DTXCID003998,KAATUXNTWXVJKI-UHFFFAOYSA-N,"Cyano(3-phenoxyphenyl)methyl 3-(2,2-dichloroethenyl)-2,2-dimethylcyclopropane-1-carboxylate",C22H19Cl2NO3,416.3,415.0741989,741.31,445.159,2.2856E-9,1.292,0.877,5.76766E-9,268.529,82.346,0.163,0.00172982,N/A,N/A,N/A,N/A,1.1246E-9,6.26614E-8,3.41147E-11,338.97,3.35135,424.345,2.07474E-9,5.0024,11.7027,99845.4,6.59788,81.3899,N/A,N/A,3.06772E-9,3.57651E-8
52508357,CASRN,DTXSID2034540,Dikegulac sodium,52508-35-7,DTXCID0014540,DEWVPZYHFVYXMZ-QCILGFJPSA-M,"Sodium (3aS,3bR,7aS,8aR)-2,2,5,5-tetramethyltetrahydro-2H,5H,8aH-[1,3]dioxolo[4,5]furo[3,2-d][1,3]dioxine-8a-carboxylate (non-preferred name)",C12H17NaO7,296.251,296.08719717,1.27644,263.93,0.000164059,1.303,0.72,0.00259418,210.027,115.619,0.309,0.00879022,N/A,136.045,N/A,N/A,0.00000743019,0.114288,1.51778E-11,5.30212,5.6964,304.59,9.13579E-9,1.49481,8.9221,30.8634,0.793275,133.09,N/A,N/A,0.0000238322,0.0723946
52645531,CASRN,DTXSID8022292,Permethrin,52645-53-1,DTXCID102292,RLLPVAHGXHCWKJ-UHFFFAOYSA-N,"(3-Phenoxyphenyl)methyl 3-(2,2-dichloroethenyl)-2,2-dimethylcyclopropane-1-carboxylate",C21H20Cl2O3,391.29,390.0789499,727.78,412.391,1.26474E-8,1.254,0.816,2.37684E-8,225.544,65.321,0.272,0.0018578,N/A,132.956,N/A,N/A,1.00462E-8,5.12861E-8,3.32366E-11,446.953,3.35145,401.446,2.38712E-8,2.34418,11.6839,63169.8,6.49886,34.2828,N/A,N/A,2.18894E-8,2.13009E-7
52918635,CASRN,DTXSID8020381,Deltamethrin,52918-63-5,DTXCID20381,OWZREIFADZCYQD-NSHGMRRFSA-N,"(S)-Cyano(3-phenoxyphenyl)methyl (1R,3R)-3-(2,2-dibromoethenyl)-2,2-dimethylcyclopropane-1-carboxylate",C22H19Br2NO3,505.206,502.973169,192.752,466.968,4.96592E-10,1.897,N/A,6.9024E-9,268.121,98.189,0.031,0.000086896,N/A,N/A,N/A,N/A,1.64437E-9,3.56451E-8,3.41634E-11,323.804,3.35386,430.074,1.87209E-9,3.23366,11.6883,62323.3,6.20043,99.9373,N/A,N/A,1.49102E-8,1.85949E-9
53112280,CASRN,DTXSID8034877,Pyrimethanil,53112-28-0,DTXCID6014877,ZLIBICFPKPWGIZ-UHFFFAOYSA-N,"4,6-Dimethyl-N-phenylpyrimidin-2-amine",C12H13N3,199.257,199.110947431,15.8489,331.186,0.00010666,1.133,0.531,0.0000685488,172.026,130.022,0.486,0.00656145,N/A,144.891,0.000181134,N/A,0.00000358922,0.00111429,1.81928E-11,15.2147,4.31527,324.217,1.38136E-7,0.806753,10.4063,736.665,2.84142,96.3769,N/A,N/A,0.0000163839,0.000598012
53780362,CASRN,DTXSID3034298,Mefluidide-diolamine,53780-36-2,DTXCID1014298,JDMXBYDZNLFFCJ-UHFFFAOYSA-N,"N-{2,4-Dimethyl-5-[(trifluoromethanesulfonyl)amino]phenyl}acetamide--2,2'-azanediyldi(ethan-1-ol) (1/1)",C15H24F3N3O5S,415.43,415.138876548,9.81748,N/A,0.000162555,1.392,0.79,0.0000018578,188.358,164.384,0.296,0.00691831,N/A,N/A,N/A,N/A,1.93642E-7,0.000246604,1.84572E-11,1.48309,5.17182,263.136,2.01404E-11,0.60549,8.98433,199.872,0.543341,180.702,N/A,N/A,4.58725E-9,0.000575797
54593838,CASRN,DTXSID2032344,Chlorethoxyfos,54593-83-8,DTXCID0012344,XFDJMIHUAHSGKG-UHFFFAOYSA-N,"O,O-Diethyl O-(1,2,2,2-tetrachloroethyl) phosphorothioate",C6H11Cl4O3PS,335.98,333.8920632,145.881,N/A,4.59198E-9,1.535,0.52,0.00000500035,159.515,-0.356,0.147,N/A,N/A,N/A,N/A,N/A,0.00124451,0.0000464515,3.02338E-11,1103.47,4.72753,288.359,0.00000832047,1.57562,8.95373,3971.22,4.58833,-1.16017,N/A,N/A,0.000795602,9.50147E-7
55219653,CASRN,DTXSID0032493,Triadimenol,55219-65-3,DTXCID8012493,BAZVSMNPJJMILC-UHFFFAOYSA-N,"1-(4-Chlorophenoxy)-3,3-dimethyl-1-(1H-1,2,4-triazol-1-yl)butan-2-ol",C14H18ClN3O2,295.77,295.1087545,47.0977,339.154,0.0000445656,1.293,0.489,0.0000369828,232.566,122.508,0.185,0.00688652,N/A,N/A,N/A,N/A,1.58489E-7,0.000267301,1.65628E-11,111.055,3.36074,321.572,2.96651E-8,0.998513,10.1809,502.024,2.90124,124.075,N/A,N/A,3.1403E-10,0.000313439
55283686,CASRN,DTXSID8032386,Ethalfluralin,55283-68-6,DTXCID6012386,PTFJIKYUEPWBMS-UHFFFAOYSA-N,"N-Ethyl-N-(2-methylprop-2-en-1-yl)-2,6-dinitro-4-(trifluoromethyl)aniline",C13H14F3N3O4,333.267,333.093640432,184.502,350.199,0.00000283139,1.382,1.214,3.25087E-7,161.973,61.948,0.628,0.0147571,N/A,N/A,0.0000107895,N/A,0.00000379315,0.00000233884,4.81846E-11,199.042,3.54005,350.902,1.91713E-7,1.27239,7.54802,3992.48,5.11043,55.4805,N/A,N/A,0.0000873343,2.71979E-7
55290647,CASRN,DTXSID0024052,Dimethipin,55290-64-7,DTXCID704052,PHVNLLCAQHGNKU-UHFFFAOYSA-N,"5,6-Dimethyl-2,3-dihydro-1lambda~6~,4lambda~6~-dithiine-1,1,4,4-tetrone",C6H10O4S2,210.26,210.00205115,N/A,N/A,N/A,N/A,0.815,N/A,N/A,142.761,0.374,0.0028119,N/A,N/A,N/A,N/A,N/A,N/A,2.75564E-12,2.00975,8.06992,290.107,2.3384E-10,0.0748373,5.73464,3.03788,-0.167604,164.864,N/A,N/A,3.86065E-7,0.0161008
55335063,CASRN,DTXSID0032497,Triclopyr,55335-06-3,DTXCID8012497,REEQLXCGVXDJSQ-UHFFFAOYSA-N,"[(3,5,6-Trichloropyridin-2-yl)oxy]acetic acid",C7H4Cl3NO3,256.46,254.9256761,6.223,325.714,0.000147231,1.651,0.559,0.0000668344,184.328,155.884,0.049,0.00272898,46.908,121.454,0.0000255859,31.1889,0.0000074131,0.00113501,5.68499E-12,3.14579,3.5412,307.122,1.33652E-9,0.280834,8.86682,46.9332,2.51575,149.026,N/A,N/A,0.00000126864,0.00449372
55512339,CASRN,DTXSID2032639,Pyridate,55512-33-9,DTXCID0012639,JTZCTMAVMHRNTR-UHFFFAOYSA-N,O-(6-Chloro-3-phenylpyridazin-4-yl) S-octyl carbonothioate,C19H23ClN2O2S,378.92,378.1168769,N/A,N/A,N/A,N/A,0.598,N/A,N/A,N/A,0.186,0.00472063,N/A,N/A,N/A,N/A,N/A,N/A,1.73436E-11,468.444,4.64443,353.532,6.03888E-8,1.81043,11.7088,38519.5,2.86733,27.2801,N/A,N/A,9.83544E-10,0.0000038913
56425913,CASRN,DTXSID3024108,Flurprimidol,56425-91-3,DTXCID804108,VEVZCONIUDBCDC-UHFFFAOYSA-N,2-Methyl-1-(pyrimidin-5-yl)-1-[4-(trifluoromethoxy)phenyl]propan-1-ol,C15H15F3N2O2,312.292,312.10856222,31.4051,334.946,0.00000770903,1.351,1.122,0.00000946237,198.403,95.939,0.408,0.00308319,N/A,134.701,N/A,N/A,5.72796E-7,0.0000532108,1.7401E-11,1.93346,3.55147,264.055,8.19335E-9,0.672744,9.62224,719.908,3.34002,95.0001,N/A,N/A,3.62357E-7,0.000364583
57018049,CASRN,DTXSID0034776,Tolclofos-methyl,57018-04-9,DTXCID8014776,OBZIQQJJIKNWNO-UHFFFAOYSA-N,"O-(2,6-Dichloro-4-methylphenyl) O,O-dimethyl phosphorothioate",C9H11Cl2O3PS,301.12,299.9543578,289.734,N/A,1.37721E-8,1.39,0.619,0.00000193197,159.152,30.544,0.201,0.00278612,N/A,N/A,N/A,N/A,0.000190546,0.00000672977,1.71051E-11,728.671,5.69754,361.781,0.00000469663,0.781076,8.99703,5003.79,4.55904,78.9199,N/A,N/A,0.000426836,0.00000267006
57754855,CASRN,DTXSID6034265,Clopyralid-olamine,57754-85-5,DTXCID2012582,NQQBTWVFKDDVIB-UHFFFAOYSA-N,"3,6-Dichloropyridine-2-carboxylic acid--2-aminoethan-1-ol (1/1)",C8H10Cl2N2O3,253.08,252.0068476,2.31739,293.982,0.000250035,1.605,0.26,0.000277332,151.926,158.934,0.114,0.0157036,N/A,N/A,0.00240991,N/A,0.000044978,0.0301995,6.43701E-12,3.76572,3.54155,286.103,4.90538E-9,0.16897,8.38629,36.3208,1.45284,133.514,N/A,N/A,0.0000120863,0.732186
57837191,CASRN,DTXSID6024175,Metalaxyl,57837-19-1,DTXCID704175,ZQEIXNIJLIKNTD-UHFFFAOYSA-N,"Methyl N-(2,6-dimethylphenyl)-N-(methoxyacetyl)alaninate",C15H21NO4,279.336,279.14705816,17.1396,344.018,0.0000476431,1.063,0.606,0.0000299916,184.163,5.062,0.191,0.00905733,N/A,147.097,0.000211836,41.3047,0.00000547016,0.00233884,2.15604E-11,8.25493,4.28575,299.892,3.92326E-9,0.198614,9.83674,37.2169,1.65024,67.2974,N/A,N/A,0.0000055709,0.043674
57960197,CASRN,DTXSID8034297,Acequinocyl,57960-19-7,DTXCID6014297,QDRXWCAVUNHOGA-UHFFFAOYSA-N,"3-Dodecyl-1,4-dioxo-1,4-dihydronaphthalen-2-yl acetate",C24H32O4,384.516,384.23005951,6.99842,496.443,0.0000064121,1.118,0.614,1.01625E-7,232.639,110.952,0.353,0.00187068,40.51,148.091,1.03753E-7,N/A,5.70164E-9,0.00000108893,3.3255E-11,312.515,3.55748,390.414,2.4553E-7,3.51485,11.6949,41865.1,6.23474,59.7372,N/A,N/A,1.14368E-8,1.83114E-8
57966957,CASRN,DTXSID6032358,Cymoxanil,57966-95-7,DTXCID80810220,XERJKGMBORTKEO-UHFFFAOYSA-N,N/A,C7H10N4O3,198.182,198.075290198,0.228034,N/A,0.000524807,N/A,0.701,N/A,N/A,116.719,N/A,0.00461318,N/A,N/A,N/A,N/A,N/A,0.00468813,8.72043E-12,2.36481,4.64339,255.031,5.20777E-11,0.120559,8.18178,122.553,0.58787,160.536,N/A,N/A,0.00000112527,0.00434023
59669260,CASRN,DTXSID0032578,Thiodicarb,59669-26-0,DTXCID50810232,XDOTVMNBCQVZKG-UHFFFAOYSA-N,"Dimethyl N,N'-{sulfanediylbis[(methylcarbamoyl)oxy]}diethanimidothioate",C10H18N4O4S3,354.46,354.049018598,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
59756604,CASRN,DTXSID8024107,1-Methyl-3-phenyl-5-(3-(trifluoromethyl)phenyl)-4-pyridone,59756-60-4,DTXCID404107,YWBVHLJPRPCRSD-UHFFFAOYSA-N,1-Methyl-3-phenyl-5-[3-(trifluoromethyl)phenyl]pyridin-4(1H)-one,C19H14F3NO,329.322,329.102748564,83.1764,381.104,0.000011995,1.251,0.995,0.00000281838,210.172,123.362,0.635,N/A,N/A,N/A,N/A,N/A,1.14288E-7,0.0000505825,2.89912E-11,49.5444,3.55422,364.218,2.24083E-9,0.247564,9.77379,710.721,3.04637,154.422,N/A,N/A,9.74335E-8,0.0000364313
60168889,CASRN,DTXSID2032390,Fenarimol,60168-88-9,DTXCID0012390,NHOWDZOIZKMVAI-UHFFFAOYSA-N,(2-Chlorophenyl)(4-chlorophenyl)(pyrimidin-5-yl)methanol,C17H12Cl2N2O,331.2,330.0326684,234.963,401.349,0.0000211836,1.423,0.845,0.00000437522,241.348,160.28,0.192,0.00753356,N/A,135.668,0.00000796159,N/A,2.67917E-8,0.0000212324,1.42107E-11,145.735,25.8118,353.178,5.34324E-10,3.70757,10.6823,603.316,3.59023,118.014,N/A,N/A,2.23242E-7,0.0000419703
60207901,CASRN,DTXSID8024280,Propiconazole,60207-90-1,DTXCID204280,STJLVHWMYQXCPB-UHFFFAOYSA-N,"1-{[2-(2,4-Dichlorophenyl)-4-propyl-1,3-dioxolan-2-yl]methyl}-1H-1,2,4-triazole",C15H17Cl2N3O2,342.22,341.0697822,102.094,366.386,0.0000337287,1.383,0.484,0.0000360579,253.742,91.615,0.333,0.00405509,N/A,N/A,N/A,N/A,7.07946E-8,0.000192309,1.66943E-11,45.7486,4.24505,350.142,0.00000382932,5.00852,10.203,2451.91,3.71704,82.618,N/A,N/A,4.19822E-7,0.000355398
61790532,CASRN,DTXSID7049768,Kieselguhr,61790-53-2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
62476599,CASRN,DTXSID7023853,Acifluorfen sodium,62476-59-9,DTXCID603853,RVULBHWZFCBODE-UHFFFAOYSA-M,Sodium 5-[2-chloro-4-(trifluoromethyl)phenoxy]-2-nitrobenzoate,C14H6ClF3NNaO5,383.64,382.9784288,64.4169,409.328,0.0000152757,1.612,1.058,0.0000010617,199.1,145.152,0.273,0.00406443,N/A,N/A,N/A,N/A,5.99791E-9,0.00000322107,1.3798E-11,5.01941,3.54931,322.23,1.07878E-8,0.894167,10.633,113.208,1.23966,159.509,N/A,N/A,1.14862E-9,0.0824185
62924703,CASRN,DTXSID7032553,Flumetralin,62924-70-3,DTXCID5012553,PWNAWOCHVWERAR-UHFFFAOYSA-N,"N-[(2-Chloro-6-fluorophenyl)methyl]-N-ethyl-2,6-dinitro-4-(trifluoromethyl)aniline",C16H12ClF4N3O4,421.73,421.0452462,183.654,424.979,6.223E-7,1.575,1.247,6.05341E-8,204.341,98.51,0.755,0.0000855067,N/A,N/A,6.59174E-7,N/A,2.83139E-7,5.5335E-7,1.37764E-11,35265.1,3.54617,347.757,0.00000177614,1.16626,9.82341,9991.33,5.44683,101.973,N/A,N/A,2.39495E-7,1.759E-7
64700567,CASRN,DTXSID5032579,Triclopyr butotyl,64700-56-7,DTXCID3012579,IVDRCZNHVGQBHZ-UHFFFAOYSA-N,"2-Butoxyethyl [(3,5,6-trichloropyridin-2-yl)oxy]acetate",C13H16Cl3NO4,356.62,355.0144911,88.308,354.967,0.0000086896,1.335,0.553,0.00000526017,177.943,37.798,0.015,0.00162555,N/A,141.764,0.00000418794,18.4502,8.85116E-7,0.0000128233,1.05564E-11,97.6277,5.14404,335.091,1.49721E-7,1.7994,10.1892,1607.45,3.17539,84.419,N/A,N/A,0.00000283681,0.0000736508
64902723,CASRN,DTXSID7023980,Chlorsulfuron,64902-72-3,DTXCID503980,VJYIFXVZLXQVHO-UHFFFAOYSA-N,"2-Chloro-N-[(4-methoxy-6-methyl-1,3,5-triazin-2-yl)carbamoyl]benzene-1-sulfonamide",C12H12ClN5O4S,357.77,357.0298528,1.90108,N/A,N/A,1.562,1.137,N/A,300.284,198.104,0.16,0.0176198,N/A,N/A,N/A,N/A,6.48634E-11,0.000341979,1.38505E-11,8.46579,4.27775,264.571,1.00148E-10,0.247619,9.49681,154.781,1.99948,176.011,N/A,N/A,2.25251E-11,0.0512926
66215278,CASRN,DTXSID6023999,Cyromazine,66215-27-8,DTXCID403999,LVQDKIWDGQRHTE-UHFFFAOYSA-N,"N~2~-Cyclopropyl-1,3,5-triazine-2,4,6-triamine",C6H10N6,166.188,166.096694346,0.665273,323.786,0.000399025,1.47,0.56,0.00042462,222.634,213.186,-0.265,0.00572796,N/A,N/A,N/A,N/A,1.79473E-8,0.0170216,3.39652E-11,1.65227,4.06498,326.419,9.40711E-9,0.171741,8.53336,199.314,0.803329,224.948,N/A,N/A,3.35236E-9,0.0774962
66230044,CASRN,DTXSID4032667,Esfenvalerate,66230-04-4,DTXCID2012667,NYPJDWWKZLNGGM-RPWUZVMVSA-N,(S)-Cyano(3-phenoxyphenyl)methyl (2S)-2-(4-chlorophenyl)-3-methylbutanoate,C25H22ClNO3,419.91,419.1288213,240.991,456.288,3.08319E-9,1.223,0.75,6.95024E-9,285.904,85.445,0.3,0.000693426,N/A,152.593,5.97035E-7,N/A,1.30918E-9,2.82488E-7,2.50205E-11,707.188,3.54557,434.889,8.2251E-8,4.89496,11.6877,5415.87,6.1996,52.3713,N/A,N/A,1.50119E-9,3.05987E-9
66332965,CASRN,DTXSID8024109,Flutolanil,66332-96-5,DTXCID204109,PTCGDEVVHUXTMP-UHFFFAOYSA-N,N-{3-[(Propan-2-yl)oxy]phenyl}-2-(trifluoromethyl)benzamide,C17H16F3NO2,323.315,323.113313248,63.8263,396.836,0.0000100462,1.303,0.939,0.00000168267,209.38,120.327,0.17,0.00642688,N/A,N/A,0.0000236048,N/A,4.38531E-7,0.00000857038,1.37394E-11,19.54,3.54291,321.796,2.12974E-10,0.245715,10.761,1573.6,3.70202,104.543,N/A,N/A,4.89328E-8,0.0000244084
66841256,CASRN,DTXSID0024343,Tralomethrin,66841-25-6,DTXCID30209362,YWSCPYYRJXKUDB-UHFFFAOYSA-N,"Cyano(3-phenoxyphenyl)methyl 2,2-dimethyl-3-(1,2,2,2-tetrabromoethyl)cyclopropane-1-carboxylate",C22H19Br4NO3,665.014,660.809845,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
67485294,CASRN,DTXSID6023868,Hydramethylnon,67485-29-4,DTXCID60810263,IQVNEKKDSLOHHK-UHFFFAOYSA-N,"2-(2-{1,5-Bis[4-(trifluoromethyl)phenyl]penta-1,4-dien-3-ylidene}hydrazinyl)-5,5-dimethyl-1,4,5,6-tetrahydropyrimidine",C25H24F6N4,494.485,494.190515767,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
67564914,CASRN,DTXSID4034601,"(2R,6S)-Fenpropimorph",67564-91-4,DTXCID1032359,RYAUSSKQMZRMAI-ALOPSCKCSA-N,"rel-(2R,6S)-4-[3-(4-tert-Butylphenyl)-2-methylpropyl]-2,6-dimethylmorpholine",C20H33NO,303.49,303.256214687,632.412,312.915,0.00000707946,0.918,0.458,0.0000164059,159.02,51.245,-0.043,0.00583445,34.163,131.056,0.00000423643,15.8489,0.0000191867,0.0000199067,2.31417E-11,241.809,12.6434,315.836,7.34017E-7,2.35606,8.85004,1594.18,4.93207,132.021,N/A,N/A,3.00654E-8,0.0000142154
67762394,CASRN,DTXSID0028329,"Fatty acids, C6-12, methyl esters",67762-39-4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
68157608,CASRN,DTXSID1034634,Forchlorfenuron,68157-60-8,DTXCID9014634,GPXLRLUVLMHHIK-UHFFFAOYSA-N,N-(2-Chloropyridin-4-yl)-N'-phenylurea,C12H10ClN3O,247.68,247.0512397,25.704,378.898,0.0000171791,1.364,0.64,0.0000247172,161.908,182.436,0.235,0.00479733,N/A,N/A,N/A,N/A,3.95367E-9,0.000151705,1.31493E-11,26.6872,3.52691,274.149,8.57022E-10,0.113339,9.2613,374.087,3.19949,167.146,N/A,N/A,3.47279E-10,0.00015773
