INPUT,FOUND_BY,DTXSID,PREFERRED_NAME,DTXCID,CASRN,INCHIKEY,IUPAC_NAME,MOLECULAR_FORMULA,AVERAGE_MASS,MONOISOTOPIC_MASS,BIOCONCENTRATION_FACTOR_TEST_PRED,BOILING_POINT_DEGC_TEST_PRED,48HR_DAPHNIA_LC50_MOL/L_TEST_PRED,DENSITY_G/CM^3_TEST_PRED,DEVTOX_TEST_PRED,96HR_FATHEAD_MINNOW_MOL/L_TEST_PRED,FLASH_POINT_DEGC_TEST_PRED,MELTING_POINT_DEGC_TEST_PRED,AMES_MUTAGENICITY_TEST_PRED,ORAL_RAT_LD50_MOL/KG_TEST_PRED,SURFACE_TENSION_DYN/CM_TEST_PRED,THERMAL_CONDUCTIVITY_MW/(M*K)_TEST_PRED,TETRAHYMENA_PYRIFORMIS_IGC50_MOL/L_TEST_PRED,VISCOSITY_CP_CP_TEST_PRED,VAPOR_PRESSURE_MMHG_TEST_PRED,WATER_SOLUBILITY_MOL/L_TEST_PRED,ATMOSPHERIC_HYDROXYLATION_RATE_(AOH)_CM3/MOLECULE*SEC_OPERA_PRED,BIOCONCENTRATION_FACTOR_OPERA_PRED,BIODEGRADATION_HALF_LIFE_DAYS_DAYS_OPERA_PRED,BOILING_POINT_DEGC_OPERA_PRED,HENRYS_LAW_ATM-M3/MOLE_OPERA_PRED,OPERA_KM_DAYS_OPERA_PRED,OCTANOL_AIR_PARTITION_COEFF_LOGKOA_OPERA_PRED,SOIL_ADSORPTION_COEFFICIENT_KOC_L/KG_OPERA_PRED,OCTANOL_WATER_PARTITION_LOGP_OPERA_PRED,MELTING_POINT_DEGC_OPERA_PRED,OPERA_PKAA_OPERA_PRED,OPERA_PKAB_OPERA_PRED,VAPOR_PRESSURE_MMHG_OPERA_PRED,WATER_SOLUBILITY_MOL/L_OPERA_PRED
34256821,CASRN,DTXSID8023848,Acetochlor,DTXCID303848,34256-82-1,VTNQPKFIQCLBDU-UHFFFAOYSA-N,2-Chloro-N-(ethoxymethyl)-N-(2-ethyl-6-methylphenyl)acetamide,C14H20ClNO2,269.77,269.1182566,18.578,338.331,2.22331E-05,1.109,0.644,2.2856E-05,193.475,20.54,0.459,0.00390841,N/A,144.967,3.05492E-05,39.355,6.99842E-06,0.000796159,1.70445E-11,59.6099,4.88397,299.538,9.95484E-09,0.124656,9.72039,209.152,3.03176,19.0669,N/A,N/A,1.5375E-05,0.000893355
50594666,CASRN,DTXSID0020022,Acifluorfen,DTXCID6022,50594-66-6,NUFNQYOELLVIPL-UHFFFAOYSA-N,5-[2-Chloro-4-(trifluoromethyl)phenoxy]-2-nitrobenzoic acid,C14H7ClF3NO5,361.66,360.9964845,64.4169,409.328,1.04472E-05,1.612,1.058,1.0617E-06,199.1,138.93,0.273,0.00504661,N/A,N/A,N/A,N/A,5.99791E-09,3.22107E-06,1.3798E-11,5.01941,3.54931,322.23,1.07878E-08,0.894167,10.633,113.208,3.70059,150.015,N/A,N/A,1.14862E-09,0.0824185
62476-59-9,CASRN,DTXSID7023853,Acifluorfen sodium,DTXCID603853,62476-59-9,RVULBHWZFCBODE-UHFFFAOYSA-M,Sodium 5-[2-chloro-4-(trifluoromethyl)phenoxy]-2-nitrobenzoate,C14H6ClF3NNaO5,383.64,382.9784288,64.4169,409.328,1.52757E-05,1.612,1.058,1.0617E-06,199.1,145.152,0.273,0.00406443,N/A,N/A,N/A,N/A,5.99791E-09,3.22107E-06,1.3798E-11,5.01941,3.54931,322.23,1.07878E-08,0.894167,10.633,113.208,1.23966,159.509,N/A,N/A,1.14862E-09,0.0824185
50594-67-7,CASRN,DTXSID8041583,Acifluorfen-methyl,DTXCID6021583,50594-67-7,AHGMXAFUHVRQAD-UHFFFAOYSA-N,Methyl 5-[2-chloro-4-(trifluoromethyl)phenoxy]-2-nitrobenzoate,C15H9ClF3NO5,375.68,375.0121346,142.561,374.218,4.97737E-06,1.512,0.955,2.97167E-07,189.787,81.354,0.23,0.00580764,N/A,N/A,N/A,N/A,1.83654E-07,2.44343E-06,1.3807E-11,174.758,3.54281,363.797,3.76789E-08,0.553983,8.51887,726.48,4.25819,83.2379,N/A,N/A,7.51972E-08,5.41166E-07
77207-01-3,CASRN,DTXSID1058476,"Acifluorfen, ethyl ester",DTXCID9032244,77207-01-3,ZXYLZOBDCIFSPF-UHFFFAOYSA-N,Ethyl 5-[2-chloro-4-(trifluoromethyl)phenoxy]-2-nitrobenzoate,C16H11ClF3NO5,389.71,389.0277846,123.595,382.227,3.35738E-06,1.505,0.949,2.1677E-07,216.548,79.661,0.287,0.00599791,N/A,N/A,N/A,N/A,1.25026E-07,1.70608E-06,1.38177E-11,262.87,3.54257,364.188,3.90261E-08,0.725473,9.40034,256.452,4.30716,83.451,N/A,N/A,9.86015E-08,5.42545E-07
15972608,CASRN,DTXSID1022265,Alachlor,DTXCID402265,15972-60-8,XCSGPAVHZFQHGE-UHFFFAOYSA-N,"2-Chloro-N-(2,6-diethylphenyl)-N-(methoxymethyl)acetamide",C14H20ClNO2,269.77,269.1182566,16.8655,337.241,1.58125E-05,1.116,0.757,1.91867E-05,173.085,12.575,0.369,0.00444631,N/A,145.244,5.42001E-05,26.5461,7.72681E-06,0.000781628,1.37941E-11,13.2282,4.32015,298.495,8.33696E-09,0.0795857,9.72039,190.919,3.51767,39.5205,N/A,N/A,1.38363E-05,0.00076453
,Searched by Synonym: Found 0 results,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
834128,CASRN,DTXSID1023869,Ametryn,DTXCID303869,834-12-8,RQVYBGPQFYCBGX-UHFFFAOYSA-N,"N~2~-Ethyl-6-(methylsulfanyl)-N~4~-(propan-2-yl)-1,3,5-triazine-2,4-diamine",C9H17N5S,227.33,227.120466741,5.28445,360.753,8.12831E-05,1.175,0.608,6.01174E-05,186.304,87.819,0.207,0.00456037,N/A,N/A,N/A,N/A,8.70964E-07,0.00110662,1.49509E-11,6.50732,3.35341,344.987,2.34138E-08,0.138197,9.06819,389.067,2.9793,88.05,N/A,N/A,2.72716E-06,0.000901246
52918-63-5,CASRN,DTXSID8020381,Deltamethrin,DTXCID20381,52918-63-5,OWZREIFADZCYQD-NSHGMRRFSA-N,"(S)-Cyano(3-phenoxyphenyl)methyl (1R,3R)-3-(2,2-dibromoethenyl)-2,2-dimethylcyclopropane-1-carboxylate",C22H19Br2NO3,505.206,502.973169,192.752,466.968,4.96592E-10,1.897,N/A,6.9024E-09,268.121,98.189,0.031,8.6896E-05,N/A,N/A,N/A,N/A,1.64437E-09,3.56451E-08,3.41634E-11,323.804,3.35386,430.074,1.87209E-09,3.23366,11.6883,62323.3,6.20043,99.9373,N/A,N/A,1.49102E-08,1.85949E-09
22936-75-0,CASRN,DTXSID3041873,Dimethametryn,DTXCID1021873,22936-75-0,IKYICRRUVNIHPP-UHFFFAOYSA-N,"N~2~-Ethyl-N~4~-(3-methylbutan-2-yl)-6-(methylsulfanyl)-1,3,5-triazine-2,4-diamine",C11H21N5S,255.38,255.15176687,9.12011,N/A,4.20727E-05,1.121,0.584,2.34963E-05,191.148,79.293,0.521,0.0102802,N/A,N/A,N/A,N/A,6.13762E-07,0.000299916,1.61921E-11,14.9319,3.35337,335.275,3.91836E-09,0.177026,9.18434,607.633,3.89859,65.3438,N/A,N/A,1.40451E-06,0.000193554
150114719,CASRN,DTXSID2034330,"4-Amino-3,6-dichloro-2-pyridinecarboxylic acid",DTXCID0014330,150114-71-9,NIXXQNOQHKNPEJ-UHFFFAOYSA-N,"4-Amino-3,6-dichloropyridine-2-carboxylic acid",C6H4Cl2N2O2,207.01,205.9649828,0.572796,317.922,0.000184502,1.658,0.304,0.000415911,187.65,202.96,0.538,0.0178649,N/A,N/A,0.00274157,N/A,6.53131E-07,0.01,8.31394E-12,3.6011,4.34076,296.199,9.60115E-10,0.150655,8.08971,52.4576,0.838951,219.903,N/A,N/A,5.94872E-10,0.0119722
566191-89-7,CASRN,DTXSID7037711,Aminopyralid-tris(2-hydroxypropyl)ammonium,DTXCID101526581,566191-89-7,SLYAVQCIBHSIQW-UHFFFAOYNA-N,"4-Amino-3,6-dichloropyridine-2-carboxylic acid--1,1',1''-nitrilotri(propan-2-ol) (1/1)",C15H25Cl2N3O5,398.28,397.1171263,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
566191-87-5,CASRN,DTXSID70897181,Aminopyralid potassium salt,DTXCID001326592,566191-87-5,XUYNZTABHAFFAO-UHFFFAOYSA-M,"Potassium 4-amino-3,6-dichloropyridine-2-carboxylate",C6H3Cl2KN2O2,245.1,243.9208642,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8.31394E-12,3.6011,4.34076,296.199,9.60115E-10,0.150655,8.08971,52.4576,-1.89236,223.611,N/A,N/A,5.94872E-10,0.0119722
1912249,CASRN,DTXSID9020112,Atrazine,DTXCID90112,1912-24-9,MXWJVTOOROXGIU-UHFFFAOYSA-N,"6-Chloro-N~2~-ethyl-N~4~-(propan-2-yl)-1,3,5-triazine-2,4-diamine",C8H14ClN5,215.69,215.0937732,8.49181,312.186,8.10961E-05,1.236,0.556,8.8308E-05,175.284,154.06,0.196,0.00635331,N/A,158.367,N/A,N/A,4.96592E-07,0.000440555,1.66556E-11,7.94979,4.90761,337.108,1.23943E-08,0.0892399,8.38479,173.852,2.61148,173.141,N/A,1.61,2.88134E-07,0.000198547
25057890,CASRN,DTXSID0023901,Bentazone,DTXCID503901,25057-89-0,ZOMSMJKLGFBRBS-UHFFFAOYSA-N,"3-(Propan-2-yl)-2lambda~6~,1,3-benzothiadiazine-2,2,4(1H,3H)-trione",C10H12N2O3S,240.28,240.056863428,N/A,N/A,0.00018197,N/A,1.022,N/A,N/A,116.27,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.40754E-05,1.67617E-11,1.41807,4.89764,303.704,2.58515E-10,0.144842,9.81435,33.9068,2.33723,138.102,N/A,N/A,3.43124E-06,0.0021594
50723-80-3,CASRN,DTXSID0032522,Bentazone-sodium,DTXCID8012522,50723-80-3,NCLRGQCNIDLTDW-UHFFFAOYSA-M,"Sodium 2,2,4-trioxo-3-(propan-2-yl)-3,4-dihydro-2H-2lambda~6~,1,3-benzothiadiazin-1-ide",C10H11N2NaO3S,262.26,262.03880768,N/A,N/A,0.00018197,N/A,1.022,N/A,N/A,119.825,N/A,0.00603949,N/A,N/A,N/A,N/A,N/A,5.40754E-05,1.67617E-11,1.41807,4.89764,303.704,2.58515E-10,0.144842,9.81435,33.9068,0.667687,191.69,N/A,N/A,3.43124E-06,0.0021594
352010685,CASRN,DTXSID5058064,Bicyclopyrone,DTXCID1031832,352010-68-5,HUYBEDCQLAEVPD-UHFFFAOYSA-N,4-Hydroxy-3-{2-[(2-methoxyethoxy)methyl]-6-(trifluoromethyl)pyridine-3-carbonyl}bicyclo[3.2.1]oct-3-en-2-one,C19H20F3NO5,399.366,399.129357237,15.0661,457.968,4.13047E-05,1.485,0.867,1.89671E-06,299.67,114.922,0.434,N/A,N/A,N/A,N/A,N/A,7.8343E-09,4.53942E-05,3.34483E-11,5.57327,4.46726,372.827,4.01561E-09,5.56167,10.2605,40.3223,1.82624,99.6243,N/A,N/A,1.42752E-08,0.000801623
1689845,CASRN,DTXSID3022162,Bromoxynil,DTXCID002162,1689-84-5,UPMXNNIRAGDFEH-UHFFFAOYSA-N,"3,5-Dibromo-4-hydroxybenzonitrile",C7H3Br2NO,276.915,274.85814,12.331,295.87,3.0761E-07,1.927,N/A,1.7338E-05,134.163,149.575,0.367,0.00115345,40.568,134.111,6.19441E-05,8.57038,0.000264241,0.000237684,6.02263E-12,5.76214,4.88254,306.687,2.31684E-07,0.206329,8.48481,469.167,2.62501,190.015,N/A,N/A,4.81823E-08,0.000430874
1689-99-2,CASRN,DTXSID7023932,Bromoxynil octanoate,DTXCID803932,1689-99-2,DQKWXTIYGWPGOO-UHFFFAOYSA-N,"2,6-Dibromo-4-cyanophenyl octanoate",C15H17Br2NO2,403.114,400.962605,140.929,434.652,6.09537E-08,1.767,N/A,1.98609E-07,213.18,101.917,0.251,0.00103276,37.471,138.843,1.30017E-06,27.5423,1.01391E-07,1.90108E-06,1.3753E-11,573.95,3.53991,346.735,9.24699E-09,0.517357,9.73319,9968.69,5.39761,45.5151,N/A,N/A,4.77266E-06,1.44949E-07
56634-95-8,CASRN,DTXSID8032592,Bromoxynil heptanoate,DTXCID6012592,56634-95-8,BHZWBQPHPLFZSV-UHFFFAOYSA-N,"2,6-Dibromo-4-cyanophenyl heptanoate",C14H15Br2NO2,389.087,386.946955,160.694,379.778,6.72977E-08,1.787,N/A,3.38065E-07,208.856,91.089,0.447,0.000946237,37.992,140.508,2.85102E-06,24.9459,2.16272E-07,2.71019E-06,1.37541E-11,400.18,3.53484,340.19,8.61609E-09,0.546933,9.6439,3933.81,4.60508,45.7258,N/A,N/A,3.22147E-06,2.05843E-07
NA,Searched by Synonym: Found 0 results,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1689-83-4,CASRN,DTXSID8022161,Ioxynil,DTXCID602161,1689-83-4,NRXQIUSYPAHGNM-UHFFFAOYSA-N,"4-Hydroxy-3,5-diiodobenzonitrile",C7H3I2NO,370.916,370.8304,73.1139,348.491,N/A,2.722,0.554,3.99945E-06,153.573,177.016,0.08,0.000481948,N/A,N/A,8.51138E-06,35.4813,N/A,0.000591562,3.57197E-11,18.3303,6.20468,309.835,1.32962E-07,0.191839,9.15982,404.015,3.42964,212.522,N/A,N/A,1.60129E-05,0.000435883
25671-46-9,CASRN,DTXSID8058039,Bromobonil,DTXCID4031807,25671-46-9,ZBCPHFKSIUPISV-UHFFFAOYSA-N,"2,6-Dibromo-4-cyanophenyl (oxolan-2-yl)methyl carbonate",C13H11Br2NO4,405.042,402.905484,N/A,364.276,N/A,1.766,N/A,N/A,184.392,117.868,0.057,N/A,N/A,N/A,N/A,32.0627,1.74985E-08,N/A,1.51504E-11,15.8576,4.49305,350.243,7.54792E-09,0.294119,9.60756,1085.03,3.07262,94.3014,N/A,N/A,7.42504E-07,0.000270105
3861-41-4,CASRN,DTXSID3032335,Bromoxynil butyrate,DTXCID1012335,3861-41-4,PGMZYNZXIYOOHJ-UHFFFAOYSA-N,"2,6-Dibromo-4-cyanophenyl butanoate",C11H9Br2NO2,347.006,344.900005,28.9068,370.337,1.16145E-07,1.97,N/A,5.12861E-07,172.656,139.153,0.031,0.000797995,N/A,136.244,1.47571E-05,23.3346,6.60693E-07,1.2331E-05,1.38178E-11,62.5492,3.52681,306.498,4.62086E-09,0.285173,8.77571,1071.37,3.93653,60.4122,N/A,N/A,2.68751E-05,0.000206897
2008415,CASRN,DTXSID7023936,Butylate,DTXCID403936,2008-41-5,BMTAFVWTTFSTOG-UHFFFAOYSA-N,S-Ethyl bis(2-methylpropyl)carbamothioate,C11H23NOS,217.37,217.150035539,33.9625,N/A,1.2388E-05,0.936,0.204,N/A,119.188,9.999,0.266,0.00924698,N/A,N/A,N/A,N/A,0.00648634,0.000431519,2.69191E-11,25.6398,11.4793,241.313,1.29486E-05,0.126461,7.43743,129.18,4.14868,1.74628,N/A,N/A,0.0130344,0.000209019
128-37-0,CASRN,DTXSID2020216,Butylated hydroxytoluene,DTXCID20216,128-37-0,NLZUEZXRPGMBCV-UHFFFAOYSA-N,"2,6-Di-tert-butyl-4-methylphenol",C15H24O,220.356,220.182715393,1276.44,271.857,1.95884E-06,0.905,0.687,5.12861E-06,113.691,52.675,0.017,0.00647143,N/A,111.008,2.90402E-05,N/A,0.00261818,5.26017E-05,1.45851E-11,1071.69,14.7955,265.092,8.00138E-06,2.09051,9.28587,4489.84,5.09929,70.5504,12.55,N/A,0.00514942,2.75616E-06
56-12-2,CASRN,DTXSID6035106,4-Aminobutanoic acid,DTXCID4015106,56-12-2,BTCSSZJGUNDROE-UHFFFAOYSA-N,4-Aminobutanoic acid,C4H9NO2,103.121,103.063328534,0.698232,200.585,0.000657658,1.048,0.746,0.0044157,97.475,123.794,0.006,0.0236048,32.412,211.772,0.00674528,3.41193,0.0120781,1.46555,5.61509E-12,4.22834,3.55681,191.276,1.27004E-08,0.0722304,7.17087,9.40791,-3.16697,260.643,4.06,10.48,0.0176064,12.5476
93-79-8,CASRN,DTXSID7026073,"Butyl (2,4,5-trichlorophenoxy)acetate",DTXCID906073,93-79-8,FNEXNZUHBCBQTI-UHFFFAOYSA-N,"Butyl (2,4,5-trichlorophenoxy)acetate",C12H13Cl3O3,311.58,309.9930274,158.855,322.785,5.45758E-06,1.336,0.552,2.60615E-06,147.987,45.688,-0.014,0.00236592,41.543,137.628,2.99916E-06,14.8936,9.2683E-06,1.13501E-05,1.37394E-11,54.629,4.47217,343.198,1.79986E-08,1.45616,8.97011,1245.25,4.80865,28.6841,N/A,N/A,1.50554E-05,5.43934E-05
128639021,CASRN,DTXSID4032532,Carfentrazone-ethyl,DTXCID2012532,128639-02-1,MLKCGVHIFJBRCD-UHFFFAOYSA-N,"Ethyl 2-chloro-3-{2-chloro-5-[4-(difluoromethyl)-3-methyl-5-oxo-4,5-dihydro-1H-1,2,4-triazol-1-yl]-4-fluorophenyl}propanoate",C15H14Cl2F3N3O3,412.19,411.0364312,9.86279,N/A,6.13762E-06,1.593,1.163,N/A,235.033,135.454,0.679,0.00405509,N/A,N/A,N/A,N/A,2.58226E-08,1.11944E-05,2.1611E-11,192.141,4.88739,352.496,2.23949E-09,4.52345,9.6425,1193.19,3.36057,-21.9765,N/A,N/A,1.20344E-07,5.36586E-05
99283008,CASRN,DTXSID20244020,Chlorimuron,DTXCID20166511,99283-00-8,RIUXZHMCCFLRBI-UHFFFAOYSA-N,2-{[(4-Chloro-6-methoxypyrimidin-2-yl)carbamoyl]sulfamoyl}benzoic acid,C13H11ClN4O6S,386.76,386.008783,0.561048,N/A,N/A,1.645,1.095,N/A,323.599,233.097,0.164,0.00736207,N/A,N/A,N/A,N/A,8.22243E-13,0.000365595,1.6614E-11,7.53091,4.48058,255.472,7.22195E-11,0.177944,9.36385,51.3846,1.42202,169.955,N/A,N/A,2.49122E-09,5.66494E-05
90982324,CASRN,DTXSID0023955,Chlorimuron-ethyl,DTXCID603955,90982-32-4,NSWAMPCUPHPTTC-UHFFFAOYSA-N,Ethyl 2-{[(4-chloro-6-methoxypyrimidin-2-yl)carbamoyl]sulfamoyl}benzoate,C15H15ClN4O6S,414.82,414.0400831,1.1885,N/A,N/A,1.563,1.027,N/A,308.66,197.379,0.301,N/A,N/A,N/A,N/A,N/A,1.97242E-11,0.000204644,1.65739E-11,7.19268,4.27962,264.66,5.57341E-11,0.163622,9.58135,109.606,2.49725,184.366,N/A,N/A,3.78229E-11,0.0028595
64902723,CASRN,DTXSID7023980,Chlorsulfuron,DTXCID503980,64902-72-3,VJYIFXVZLXQVHO-UHFFFAOYSA-N,"2-Chloro-N-[(4-methoxy-6-methyl-1,3,5-triazin-2-yl)carbamoyl]benzene-1-sulfonamide",C12H12ClN5O4S,357.77,357.0298528,1.90108,N/A,N/A,1.562,1.137,N/A,300.284,198.104,0.16,0.0176198,N/A,N/A,N/A,N/A,6.48634E-11,0.000341979,1.38505E-11,8.46579,4.27775,264.571,1.00148E-10,0.247619,9.49681,154.781,1.99948,176.011,N/A,N/A,2.25251E-11,0.0512926
99129212,CASRN,DTXSID3034458,Clethodim,DTXCID701478312,99129-21-2,SILSDTWXNBZOGF-JWGBMQLESA-N,2-(N-{[(2E)-3-Chloroprop-2-en-1-yl]oxy}propanimidoyl)-5-[2-(ethylsulfanyl)propyl]-3-hydroxycyclohex-2-en-1-one,C17H26ClNO3S,359.91,359.1321926,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
81777891,CASRN,DTXSID1032355,Clomazone,DTXCID9012355,81777-89-1,KIEDNEWSYUYDSN-UHFFFAOYSA-N,"2-[(2-Chlorophenyl)methyl]-4,4-dimethyl-1,2-oxazolidin-3-one",C12H14ClNO2,239.7,239.0713064,N/A,310.651,N/A,1.367,0.592,N/A,N/A,72.823,1.078,0.00259418,N/A,142.911,N/A,N/A,3.28852E-05,0.00106414,1.37659E-11,67.9228,3.33761,275.056,3.30603E-08,0.598175,7.38028,276.031,2.49791,25.2499,N/A,N/A,0.000143401,0.00457951
1702176,CASRN,DTXSID9029221,Clopyralid,DTXCID309221,1702-17-6,HUBANNPOLNYSAD-UHFFFAOYSA-N,"3,6-Dichloropyridine-2-carboxylic acid",C6H3Cl2NO2,192,190.9540837,2.5527,293.982,0.000250035,1.605,0.26,0.000277332,151.926,158.934,0.114,0.00995405,N/A,N/A,0.00240991,N/A,6.47143E-05,0.0301995,6.43701E-12,3.76572,3.54155,286.103,4.90538E-09,0.16897,8.38629,36.3208,1.06176,151.053,N/A,N/A,1.20863E-05,0.732186
,Searched by Synonym: Found 0 results,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
57754-85-5,CASRN,DTXSID6034265,Clopyralid-olamine,DTXCID2012582,57754-85-5,NQQBTWVFKDDVIB-UHFFFAOYSA-N,"3,6-Dichloropyridine-2-carboxylic acid--2-aminoethan-1-ol (1/1)",C8H10Cl2N2O3,253.08,252.0068476,2.31739,293.982,0.000250035,1.605,0.26,0.000277332,151.926,158.934,0.114,0.0157036,N/A,N/A,0.00240991,N/A,4.4978E-05,0.0301995,6.43701E-12,3.76572,3.54155,286.103,4.90538E-09,0.16897,8.38629,36.3208,1.45284,133.514,N/A,N/A,1.20863E-05,0.732186
58509-83-4,CASRN,DTXSID6034261,Clopyralid-potassium,DTXCID4014261,58509-83-4,RLQCYSVYYHHLIL-UHFFFAOYSA-M,"Potassium 3,6-dichloropyridine-2-carboxylate",C6H2Cl2KNO2,230.09,228.9099652,2.31739,293.982,0.000250035,1.605,0.26,0.000277332,151.926,158.934,0.114,0.0157036,N/A,N/A,0.00240991,N/A,4.4978E-05,0.0301995,6.43701E-12,3.76572,3.54155,286.103,4.90538E-09,0.16897,8.38629,36.3208,-1.4391,205.398,N/A,N/A,1.20863E-05,0.732186
119308-91-7,CASRN,DTXSID401016939,"Clopyralid, triethylamine salt",DTXCID501475124,119308-91-7,JONAGWVHUCNZBH-UHFFFAOYSA-N,"3,6-Dichloropyridine-2-carboxylic acid--N,N-diethylethanamine (1/1)",C12H18Cl2N2O2,293.19,292.0745332,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.43701E-12,3.76572,3.54155,286.103,4.90538E-09,0.16897,8.38629,36.3208,0.607434,164.403,N/A,N/A,1.20863E-05,0.732186
147150354,CASRN,DTXSID8034372,Cloransulam-methyl,DTXCID6014372,147150-35-4,BIKACRYIQSLICJ-UHFFFAOYSA-N,"Methyl 3-chloro-2-[(5-ethoxy-7-fluoro[1,2,4]triazolo[1,5-c]pyrimidine-2-sulfonyl)amino]benzoate",C15H13ClFN5O5S,429.81,429.0309956,3.31131,N/A,N/A,N/A,0.861,N/A,N/A,220.63,N/A,N/A,N/A,N/A,N/A,N/A,3.21366E-10,2.33346E-05,1.65231E-11,7.09438,4.73724,327.48,1.22118E-11,1.17617,10.2953,43.2871,1.63923,216.987,N/A,N/A,3.77301E-11,8.46243E-05
21725462,CASRN,DTXSID1023990,Cyanazine,DTXCID803990,21725-46-2,MZZBPDKVEFVLFF-UHFFFAOYSA-N,"2-{[4-Chloro-6-(ethylamino)-1,3,5-triazin-2-yl]amino}-2-methylpropanenitrile",C9H13ClN6,240.7,240.0890221,8.05378,368.891,3.47536E-05,1.268,0.809,0.000115878,197.498,172.205,-0.052,0.00285759,N/A,N/A,N/A,N/A,5.98412E-08,0.00246604,1.5979E-11,11.2447,5.1556,324.679,4.60742E-09,0.108803,9.09595,190.846,2.22077,167.974,N/A,N/A,1.38566E-07,0.000713337
32889-48-8,CASRN,DTXSID1034844,Procyazine,DTXCID9014844,32889-48-8,WUZNHSBFPPFULJ-UHFFFAOYSA-N,"2-{[4-Chloro-6-(cyclopropylamino)-1,3,5-triazin-2-yl]amino}-2-methylpropanenitrile",C10H13ClN6,252.71,252.0890221,14.7911,392.49,1.10917E-05,1.28,0.807,3.6141E-05,205.343,176.3,0.136,0.00422669,N/A,N/A,N/A,N/A,2.86418E-08,0.00151008,1.60316E-11,10.6922,4.50701,324.365,6.76066E-09,0.117866,9.1885,428.804,1.99039,169.948,N/A,N/A,6.75531E-07,0.00138899
1918009,CASRN,DTXSID4024018,Dicamba,DTXCID904018,1918-00-9,IWEDIXLBFLAXBO-UHFFFAOYSA-N,"3,6-Dichloro-2-methoxybenzoic acid",C8H6Cl2O3,221.03,219.9693995,4.12098,314.148,0.00011246,1.483,0.447,0.00011722,152.494,148.806,0.143,0.00464515,N/A,N/A,0.00165196,N/A,3.06196E-05,0.00726106,4.84574E-12,3.37742,3.52026,301.331,2.49008E-09,0.256173,8.67575,31.7015,2.21198,115.133,N/A,N/A,3.33003E-05,0.0684572
2300-66-5,CASRN,DTXSID9034369,Dicamba-dimethylammonium,DTXCID7014369,2300-66-5,JDRFUUBRGGDEIZ-UHFFFAOYSA-N,"3,6-Dichloro-2-methoxybenzoic acid--N-methylmethanamine (1/1)",C10H13Cl2NO3,266.12,265.0272487,4.12098,314.148,0.00011246,1.483,0.447,0.00011722,152.594,137.083,0.143,0.00358096,N/A,N/A,0.00165196,N/A,2.47742E-05,0.00736207,4.84574E-12,3.37742,3.52026,301.331,2.49008E-09,0.256173,8.67575,31.7015,1.36678,88.6649,N/A,N/A,3.33003E-05,0.0684572
104040-79-1,CASRN,DTXSID4034366,Dicamba-diglycoamine,DTXCID2014366,104040-79-1,QURLONWWPWCPIC-UHFFFAOYSA-N,"3,6-Dichloro-2-methoxybenzoic acid--2-(2-aminoethoxy)ethan-1-ol (1/1)",C12H17Cl2NO5,326.17,325.0483781,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1982-69-0,CASRN,DTXSID8027450,Sodium dicamba,DTXCID007450,1982-69-0,HLZCHRAMVPCKDU-UHFFFAOYSA-M,"Sodium 3,6-dichloro-2-methoxybenzoate",C8H5Cl2NaO3,243.01,241.9513437,4.12098,314.148,0.00011246,1.483,0.447,0.00011722,152.594,137.083,0.143,0.00358096,N/A,N/A,0.00165196,N/A,2.47742E-05,0.00736207,4.84574E-12,3.37742,3.52026,301.331,2.49008E-09,0.256173,8.67575,31.7015,-1.23852,135.223,N/A,N/A,3.33003E-05,0.0684572
